siteName,Title,Authors,Text,Link,Published_Date
nytimes,"In a First, Greek Premier Visits Shuttered Seminary in Turkey",[],"HEYBELIADA, Turkey — Forty-eight years after Turkey forced the renowned seminary here to close, black-robed Orthodox priests rolled a red carpet down its marble steps for a guest unlike any in its history, Alexis Tsipras, who on Wednesday became the first sitting prime minister of Greece to visit.

Mr. Tsipras’s trip to the hilltop Halki theological seminary near Istanbul, long a fount of Christian scholarship in a mostly Muslim country, raised hopes within the tiny Greek community in Turkey and the wider Orthodox family that the Turkish government might heed calls to allow it to reopen.

The visit to the seminary, on Heybeliada Island in the Sea of Marmara, capped a two-day trip to Turkey by Mr. Tsipras, who met on Tuesday with President Recep Tayyip Erdogan in the capital, Ankara. Though the two leaders have developed a détente, relations between their nations have long been defined by antagonism, and they did not announce progress on any of the many disputes between them.

Instead, attention focused on the symbolism of a Greek premier going to the seminary, on the feast day for St. Photios the Great, who founded a monastery on the site in the ninth century, when it was at the heart of the Hellenic world.",https://www.nytimes.com/2019/02/06/world/europe/greece-tsipras-halki-seminary.html,2019-02-06 00:00:00
nytimes,Eight Killed in Knife Attack in China Amid Lunar New Year Celebrations,[],"BEIJING — At least eight people were killed and seven wounded when a man in a rural part of northwest China attacked fellow residents with a knife before being arrested, the police said Wednesday, as the country was celebrating the Lunar New Year.

A brief police account of the attack on Tuesday in semirural Huining County, Gansu Province, left many questions unanswered, including the identities of the victims. But the local public security bureau said that the attacker, a 49-year-old man surnamed Guo, had been drinking and suspected his wife of having an affair.

“According to Guo’s initial confession, he suspected his wife of engaging in illicit sexual relations,” the police report said. It did not give his full name, occupation or other details. “Hatred festered in his heart and he deliberately sought revenge.”

Mr. Guo had been drinking, the account said, and early Tuesday morning he entered another villager’s home with a knife or cleaver and began attacking. The account did not make clear whether he went to more than one home or whether those killed included his wife or other relatives. The police said they were still investigating.",https://www.nytimes.com/2019/02/06/world/asia/china-knife-attack.html,2019-02-06 00:00:00
nytimes,"Istanbul Apartment Building Collapses, Killing at Least 2",[],"Mr. Yerlikaya said he could not confirm the number of people thought to be caught under the debris. “There are various numbers,” he said in televised remarks, adding that he wanted confirmation before announcing anything. “The incident is very fresh right now, and there is only one thing we are focused on, which is saving lives,” he said.

Security camera footage showed the building falling into a cloud of dust, as pedestrians fled in panic. Several cars were destroyed.

The Istanbul prosecutor’s office has started an investigation into the cause of the collapse. Turkey has a history of low-quality construction, a factor that was blamed for the high death toll in the 1999 earthquake that struck near Izmit, about 55 miles southeast of Istanbul. More than 17,000 people were killed in the magnitude 7.4 earthquake, and tens of thousands of buildings were destroyed. In the aftermath, the government has pushed to modernize aging urban dwellings.



Mr. Yerlikaya said the building that collapsed on Wednesday had a permit for five stories when it was built in 1992, and that the top three floors were illegal. He said there was also an unlicensed textile workshop on the ground floor.



A natural gas explosion and aging infrastructure were blamed for a building collapse last month in the Russian city of Magnitogorsk that killed 39 people. An explosion in Paris, also last month, that left three people dead was also blamed on a gas leak.",https://www.nytimes.com/2019/02/06/world/europe/istanbul-building-collapse.html,2019-02-06 00:00:00
nytimes,Did a Seal Eat Your Vacation Photos? A New Zealand Scientist Is Looking for You,[],"Dr. Hupman is part of a team studying leopard seals, an Antarctic species increasingly being seen farther north in New Zealand. The researchers are trying to find out why.

Four people have come forward to claim the USB drive since its existence was first reported on Tuesday, but Dr. Hupman said she did not believe any of them was the actual owner. Claimants have to answer questions about the contents of the drive, including recalling some descriptive file names.

On social media, New Zealanders agitated for a resolution to the mystery. “This is the most NZ CSI ever,” one Twitter user wrote, while another rewrote the lyrics to the Police song “Message in a Bottle” to reflect the fate of the USB drive in the digestive tract of a “constipated seal.”

Dr. Hupman said she hoped the publicity would encourage visitors to New Zealand’s beaches to help with the scientists’ research. Her website lists instructions for how to scoop up seal scat found on the beach, freeze it and get it to her team.

“Weirdly enough, you can put it in the post,” Dr. Hupman said of the scat. “You just need to make sure it reaches its final destination in a frozen way.”",https://www.nytimes.com/2019/02/06/world/asia/new-zealand-seal-usb.html,2019-02-06 00:00:00
nytimes,What’s Driving People From El Salvador to the U.S.? Gang Violence,"['The New York Times', 'Ben C. Solomon', 'Ben Laffin', 'Neil Brandvold', 'Patrick Tombola']","9 U.S.

‘Can The President Be Impeached?’ We Answer Your Questions",https://www.nytimes.com/video/world/americas/100000006335421/el-salvador-migrants-gang-violence.html,
nytimes,"Impose a Speed Limit on the Autobahn? Not So Fast, Many Germans Say",[],"“It’s a very emotional topic,” confided Stefan Gerwens, the head of transport and mobility at ADAC, an automobile club with 20 million members, which is opposed to any speed limit.

So emotional, apparently, that facts and figures count for little.

Germany is woefully behind on meeting its 2020 climate goals, so the government appointed a group of experts to find ways to lower emissions in the transport sector. Cars account for 11 percent of total emissions, and their share is rising.

A highway speed limit of 120 kilometers an hour, or 75 miles per hour, could cover a fifth of the gap to reach the 2020 goals for the transport sector, environmental experts say.

“Of all the individual measures, it is the one that would be the most impactful — and it costs nothing,” said Dorothee Saar, of Deutsche Umwelthilfe, a nonprofit environmental organization that has lobbied for a speed limit.

“But when it comes to cars,” Ms. Saar sighed, “the debate tends to become irrational.”

There are already speed limits on almost 30 percent of roughly 8,000 miles of autobahn, imposed to regulate noise near urban centers and reduce safety risks on roads deemed unfit for unlimited speeding. The number of deadly accidents on stretches of autobahn that have a speed limit is 26 percent lower than on those without.

In 2017, 409 people died on the autobahn and in almost half the cases, the reason was inappropriate speeding, according to the German statistics office.

But that hasn’t swayed public opinion.

About half of Germans remain opposed to autobahn speed limits, a proportion that has not budged in the last decade, according to Michael Kunert, the director of the polling company Infratest Dimap.",https://www.nytimes.com/2019/02/03/world/europe/germany-autobahn-speed-limit.html,2019-02-03 00:00:00
nytimes,More Bark Than Bite in Iran’s Ban on Walking Dogs,[],"Still, dog owners need to learn some things, said Damoon Ansari, a veterinarian at the Paytakht Pet Clinic in Tehran’s Shahrak-e Gharb neighborhood.

“We need to educate dog-owners,” he said. “They should have rights, but also responsibilities.”

Larger dogs need training, droppings need to be scooped, and children should be taught how to deal with animals and dogs, he explained.

And when it comes to dog-walking there is no middle way, he said. “Dogs need to walk outside. Period.”

Near the Imam Khomeini International Airport on Thursday, Hoda Sedghi Shamir, 37, was busy feeding the 23 dogs she is sheltering. Some are paralyzed, others are blind, most are strays that she found roaming around.

“I never had children, so these are my kids,” she said.

Ms. Shamir said she has helped dogs hurt when stones were thrown at them, and others shot by air rifles. “I spend around $600 a month on all of them, for their food, vaccinations and training sessions,” she said.

As for the ban on dog walking, Ms. Shamir shrugged and said this, too, will pass. “For a while we have to lay low, but then the rule will again be forgotten,” she said.",https://www.nytimes.com/2019/02/01/world/middleeast/iran-ban-walking-dogs.html,2019-02-01 00:00:00
nytimes,Bangkok Is Choking on Air Pollution. The Response? Water Cannons.,[],"BANGKOK — The monsoons are no longer lashing Bangkok, in that soggy season when my sons sometimes have to wade through waist-high floods to get to soccer practice.

So why did I get soaked last week, as I walked along a major avenue in the Thai capital?

The liquid, which soon flooded one of Bangkok’s busiest intersections, came from water cannons aimed at alleviating the smog that has shrouded Bangkok for weeks.

Pedestrians squealed as the plumes of water shot into the air. A vendor of coconut ice cream failed to stop his pushcart from careening into a sewer. A rat scurried, then swam.

Some of the giant hoses were connected to trucks that only contributed to the bad air afflicting Bangkok. Smoke spewed from the trucks’ exhaust pipes. Officials from Thailand’s Pollution Department estimate that vehicle emissions account for roughly 60 percent of the city’s chemical haze.",https://www.nytimes.com/2019/01/30/world/asia/pollution-thailand-bangkok.html,2019-01-30 00:00:00
nytimes,‘The Nation Has Stood Up’: Indigenous Clans in Canada Battle Pipeline Project,[],"HOUSTON, British Columbia — Amid vast forests of spruce, pine and poplar trees, deep in the interior of British Columbia, the Royal Canadian Mounted Police arrived at a small bridge this month to clear a group of First Nations people who had set up a blockade across a narrow, gravel logging road.

Dozens of officers, some equipped in military-style tactical uniforms and carrying semiautomatic rifles, stared across a plywood and barbed wire roadblock as the Wet’suwet’en people and their supporters gathered behind it. A helicopter circled overhead, and police boats were deployed on the pristine Morice River running nearby the protest site.

“You’re trespassing on Wet’suwet’en land,” Molly Wickham yelled at the police. She is the spokeswoman for the Gitdumden checkpoint, as the blockade and surrounding encampment is known, after one of the clans of the Wet’suwet’en people who claim this part of the province.

But the officers ignored her and started to systemically dismantle the blockade, cutting the wire and pushing against the wooden structure, testing for weak spots. Three protesters had locked their arms to it, and the pressure hurt, causing them to cry out.",https://www.nytimes.com/2019/01/27/world/americas/british-columbia-pipeline-wetsuweten.html,2019-01-27 00:00:00
nytimes,It Doesn’t Matter if Ecuador Can Afford This Dam. China Still Gets Paid.,[],"Nearly every top Ecuadorean official involved in the dam’s construction is either imprisoned or sentenced on bribery charges. That includes a former vice president, a former electricity minister and even the former anti-corruption official monitoring the project, who was caught on tape talking about Chinese bribes.

Then there is the price tag: around $19 billion in Chinese loans, not only for this dam, known as Coca Codo Sinclair, but also for bridges, highways, irrigation, schools, health clinics and a half dozen other dams the government is scrambling to pay for.

It doesn’t matter whether Ecuador can afford them.

China gets paid either way.

To settle the bill, China gets to keep 80 percent of Ecuador’s most valuable export — oil — because many of the contracts are repaid in petroleum, not dollars. In fact, China gets the oil at a discount, then sells it for an additional profit.

Pumping enough oil to repay China has become such an imperative for Ecuador that it is drilling deeper in the Amazon, threatening more deforestation.

But that is not enough. Hobbled by the debts, President Lenín Moreno has slashed social spending, gasoline subsidies, several government agencies and more than 1,000 public jobs. Most economists expect the country to slide into recession, stirring outrage.",https://www.nytimes.com/2018/12/24/world/americas/ecuador-china-dam.html,2018-12-24 00:00:00
nytimes,China’s ‘Belt and Road’ Plan in Pakistan Takes a Military Turn,[],"ISLAMABAD, Pakistan — When President Trump started the new year by suspending billions of dollars of security aid to Pakistan, one theory was that it would scare the Pakistani military into cooperating better with its American allies.

The reality was that Pakistan already had a replacement sponsor lined up.

Just two weeks later, the Pakistani Air Force and Chinese officials were putting the final touches on a secret proposal to expand Pakistan’s building of Chinese military jets, weaponry and other hardware. The confidential plan, reviewed by The New York Times, would also deepen the cooperation between China and Pakistan in space, a frontier the Pentagon recently said Beijing was trying to militarize after decades of playing catch-up.

All those military projects were designated as part of China’s Belt and Road Initiative, a $1 trillion chain of infrastructure development programs stretching across some 70 countries, built and financed by Beijing.

Chinese officials have repeatedly said the Belt and Road is purely an economic project with peaceful intent. But with its plan for Pakistan, China is for the first time explicitly tying a Belt and Road proposal to its military ambitions — and confirming the concerns of a host of nations who suspect the infrastructure initiative is really about helping China project armed might.",https://www.nytimes.com/2018/12/19/world/asia/pakistan-china-belt-road-military.html,2018-12-19 00:00:00
nytimes,A Chinese Tycoon Sought Power and Influence. Washington Responded.,[],"Mr. Ye Goes to Washington

Ye Jianming’s early efforts to break into the Washington power broker scene didn’t always pan out.

Five years ago, CEFC approached Bobby Ray Inman, a retired admiral and national security adviser to President Jimmy Carter, about setting up a joint venture, Mr. Inman said in an interview. The company promised it would pay him $1 million a year, without specifying what business they would go into. He turned down the offer.

Later, Mr. Inman said, CEFC officials called him and said they were considering acquiring oil fields in Syria. Could he help them persuade the American military not to bomb them? Again, he said no.

“They were looking to do business deals in the energy space and they were looking for connections to help them do that,” said Mr. Inman, who said he kept American officials apprised of his communications with CEFC.

Eventually, Mr. Ye met more people. On a 2015 trip to the United States he met with Alan Greenspan, the former Federal Reserve chairman, to discuss the economy, according to CEFC.

He also met with Edward W. Scott Jr., a former software tycoon active in Washington political and philanthropic circles, during a dinner at Marcel’s, an upscale Belgian restaurant, ostensibly to talk about CEFC’s interest in buying an ethanol plant in which Mr. Scott had a financial interest. But the conversation instead focused on introductions Mr. Scott might make to other powerful figures he was friendly with, like the Microsoft co-founder Bill Gates. Alexander Pyntikov, a technology entrepreneur who attended the dinner, said several CEFC associates and what appeared to be a dozen bodyguards roamed the restaurant while they talked.

“The whole thing he was into wasn’t very clear,” Mr. Scott said. “It was very murky.”

To build influence, Mr. Ye turned to Vuk Jeremic, a Serbian diplomat and former president of the United Nations General Assembly whom CEFC hired as a consultant, and Mr. Ho, a former Hong Kong official. CEFC also donated at least $350,000 to the Institute for the Analysis of Global Security, a politically connected think tank, according to court testimony. The think tank counts Robert C. McFarlane, the Reagan-era national security adviser, as its president and Mr. Woolsey, a Clinton-era C.I.A. director, as its co-chairman.

In an emailed statement, Mr. McFarlane said his encounters with CEFC were related to research on American dependence on foreign oil. “I have never had any organic or contractual relationship with CEFC,” he said. Mr. Woolsey didn’t respond to requests for comment.",https://www.nytimes.com/2018/12/12/business/cefc-biden-china-washington-ye-jianming.html,2018-12-12 00:00:00
nytimes,China’s Tactic to Catch a Fugitive Official: Hold His Two American Children,[],"This account of the Liu family’s plight is based on interviews with administration and congressional officials, university employees and family associates, as well as correspondence by the children to them and public records. There are currently a handful of exit-ban cases involving Americans, but this is the first one in which those with knowledge of it are making the details public.

It is also a rare instance in which one of those being held — Mr. Liu, 19 — was born in the United States. More often, China imposes exit bans, which can last from days to years, on naturalized foreign citizens who were born in China. Security officers often treat them as if they were still Chinese citizens, even though China does not recognize dual nationality.

Image Liu Changming, the siblings’ father and a former executive of a state-owned bank, is wanted in a $1.4 billion fraud case. Credit -

The law in China states that its nationals automatically lose their citizenship when they gain citizenship in another country. It also says that someone like Mr. Liu who is born with citizenship from another nation is not a Chinese citizen, no matter the parents’ citizenship.

The Liu family members all entered China on American passports, and the State Department is providing them with citizen services. The police from Guangzhou, the southern provincial capital where the father worked, have taken Ms. Han, 51, to a hotel several times to meet with an American consular officer.

Liu Changming, 53, the father, is among China’s most-wanted fugitives, accused of helping to carry out one of the country’s biggest bank frauds, in which $1.4 billion in illegal loans was issued to property developers. He fled the country in 2007.

In recent years, as the Chinese authorities have waged a fierce crackdown on corruption, they have increasingly viewed family members of corrupt officials as being tied to the illegal acts, with the police sometimes aiming to prosecute spouses.

The Liu family has lived with notable wealth in the United States, in part by acquiring real estate, though there is no indication from public records that the properties were purchased with the money that the father is accused of embezzling.",https://www.nytimes.com/2018/11/25/us/politics/china-exit-ban.html,2018-11-25 00:00:00
nytimes,"China’s Sea Control Is a Done Deal, ‘Short of War With the U.S.’",[],"Missed Opportunities

Perceptions of power — and Chinese reactions to these projections — have led some analysts to criticize President Barack Obama as having been too timid in countering China over what Adm. Harry B. Harris Jr., the former head of the United States Pacific Command, memorably called a “great wall of sand” in the South China Sea.

Critics, for instance, have faulted the previous administration for not conducting more frequent freedom of navigation patrols.

“China’s militarization of the South China Sea has been a gradual process, with several phases where alternative actions by the U.S., as well as other countries, could have changed the course of history,” said Alexander Vuving, a professor at the Daniel K. Inouye Asia-Pacific Center for Security Studies in Honolulu.

Chief among these moments, Mr. Vuving said, was China’s takeover of Scarborough Shoal. The United States declined to back up the Philippines, a defense treaty ally, by sending Coast Guard vessels or warships to an area that international law has designated as within the Philippines’ exclusive economic zone.

“Seeing U.S. commitment to its ally, Beijing might not have been as confident as it was with its island-building program,” Mr. Vuving said. “The U.S. failure to support its ally in the Scarborough standoff also demonstrated to people like Duterte that he had no other option than to kowtow to China.”

With most of the Spratly military bases nearing completion by the end of the year, according to Pentagon assessments, the next question is whether — or more likely when — China will begin building on Scarborough. A Chinese base there would put the People’s Liberation Army in easy striking distance of the Philippine capital, Manila.",https://www.nytimes.com/2018/09/20/world/asia/south-china-sea-navy.html,2018-09-20 00:00:00
nytimes,Trump Seeks to Reassure Allies on ISIS Fight as Syria Withdrawal Looms,[],"WASHINGTON — President Trump sought to reassure nervous allies on Wednesday that his administration would continue an unrelenting hunt for Islamic State fighters “for many years to come,” even as the United States prepares to withdraw troops from the war zones of Syria and Afghanistan.

Mr. Trump, speaking to international diplomats at the State Department, said he expected to soon announce that the United States and its partners, including Syrian Arab and Kurdish allies, will have reclaimed the last slivers of territory that Islamic State fighters control in Syria.

But the president acknowledged that even after that happens, militants will go underground and continue to pose a serious threat wherever the extremist group operates.

“Remnants can be very dangerous,” Mr. Trump said. “They’re sick. They’re demented.”

His comments, echoing themes from his State of the Union address on Tuesday, was a notable departure from the bluster of his assertion in December that the Islamic State had been defeated. For a commander in chief who frequently ridicules international organizations — including the European Union and NATO — Mr. Trump was uncharacteristically solicitous of the 79 nations and international organizations that make up the global coalition to fight ISIS.",https://www.nytimes.com/2019/02/06/world/middleeast/trump-allies-isis-syria.html,2019-02-06 00:00:00
